stem,lift,high_score_count,low_score_count,rate_in_high,rate_in_low,original_words,classification,confidence,method
melanonida,59.29381161007667,26,2,0.0071193866374589,0.0001200696403914,melanonidae,environmental,0.646,model
euclichthyida,59.29381161007667,26,2,0.0071193866374589,0.0001200696403914,euclichthyidae,environmental,0.855,model
polyisobutylen,59.293811610076666,39,3,0.0106790799561883,0.0001801044605871,polyisobutylene,environmental,0.61,model
salin,58.83770536692224,129,10,0.0353231106243154,0.0006003482019571,"salination, saline, salinities, salinization, salins",environmental,0.568,model
veteran,58.53363453815261,77,6,0.0210843373493975,0.0003602089211742,"veteran, veteraner, veterans",environmental,0.504,model
juvenil,58.38159912376779,256,20,0.0700985761226725,0.0012006964039142,"juvenile, juveniles, juvenils",environmental,0.744,model
liquefact,58.38159912376779,64,5,0.0175246440306681,0.0003001741009785,liquefaction,environmental,0.635,model
sava,58.38159912376779,64,5,0.0175246440306681,0.0003001741009785,"sava, savas",environmental,0.619,model
de-ic,58.15354600219059,102,8,0.0279299014238773,0.0004802785615657,"de-ice, de-icers, de-icing",environmental,0.683,model
sox,57.99065091534971,89,7,0.0243702081051478,0.0004202437413699,sox,environmental,1.0,known_acronym
charcoal,57.95232265962245,216,17,0.0591456736035049,0.0010205919433271,"charcoal, charcoals",environmental,0.583,model
nec,57.890407784986095,165,13,0.0451807228915662,0.0007804526625442,"nec, necs",environmental,1.0,known_acronym
hinterland,57.77345746622855,76,6,0.0208105147864184,0.0003602089211742,"hinterland, hinterlands",environmental,0.843,model
de-oil,57.77345746622855,76,6,0.0208105147864184,0.0003602089211742,de-oiling,environmental,0.858,model
physiotherapist,57.77345746622855,38,3,0.0104052573932092,0.0001801044605871,"physiotherapist, physiotherapists",environmental,0.553,model
resorcinol,57.77345746622855,38,3,0.0104052573932092,0.0001801044605871,resorcinol,environmental,0.559,model
ecovery,57.77345746622855,38,3,0.0104052573932092,0.0001801044605871,ecovery,environmental,0.905,model
post-disast,57.77345746622855,38,3,0.0104052573932092,0.0001801044605871,post-disaster,environmental,0.638,model
dweller,57.77345746622855,38,3,0.0104052573932092,0.0001801044605871,dwellers,environmental,0.651,model
kilomet,57.77345746622855,38,3,0.0104052573932092,0.0001801044605871,"kilomet, kilometer, kilometers",environmental,0.517,model
cafe,57.46938663745893,63,5,0.0172508214676889,0.0003001741009785,"cafe, cafes",environmental,0.555,model
smallhold,57.46938663745893,63,5,0.0172508214676889,0.0003001741009785,"smallholder, smallholders, smallholding, smallholdings",environmental,0.698,model
tetramethyldec-5-yn,57.01328039430449,25,2,0.0068455640744797,0.0001200696403914,tetramethyldec-5-yne,environmental,0.577,model
bio-geograph,57.01328039430449,25,2,0.0068455640744797,0.0001200696403914,"bio-geographic, bio-geographical",environmental,0.972,model
piezo-electr,57.01328039430449,25,2,0.0068455640744797,0.0001200696403914,piezo-electric,environmental,0.55,model
ether-alcohol-phenol,57.01328039430449,25,2,0.0068455640744797,0.0001200696403914,ether-alcohol-phenols,environmental,0.547,model
criminolog,57.01328039430449,25,2,0.0068455640744797,0.0001200696403914,criminological,environmental,0.577,model
cumen,57.01328039430449,25,2,0.0068455640744797,0.0001200696403914,cumene,environmental,0.579,model
visa-requir,57.01328039430449,25,2,0.0068455640744797,0.0001200696403914,visa-required,environmental,0.531,model
multicellular,57.01328039430449,25,2,0.0068455640744797,0.0001200696403914,multicellular,environmental,0.536,model
odra,57.01328039430449,25,2,0.0068455640744797,0.0001200696403914,odra,environmental,0.538,model
plasticis,56.75988803699647,112,9,0.0306681270536692,0.0005403133817614,"plasticise, plasticised, plasticiser, plasticisers",environmental,0.61,model
biodiesel,56.68749022062275,174,14,0.0476451259583789,0.0008404874827399,"biodiesel, biodiesels",environmental,0.844,model
walkwai,56.55717415115005,62,5,0.0169769989047097,0.0003001741009785,walkways,environmental,0.552,model
desalt,56.44314759036145,99,8,0.0271084337349397,0.0004802785615657,"desalter, desalting",environmental,0.73,model
cistern,56.25310332238043,37,3,0.01013143483023,0.0001801044605871,"cistern, cisterns",environmental,0.809,model
dogfish,56.25310332238043,37,3,0.01013143483023,0.0001801044605871,dogfish,environmental,0.797,model
biomateri,56.25310332238043,37,3,0.01013143483023,0.0001801044605871,"biomaterial, biomaterials",environmental,0.813,model
trichlorid,56.25310332238043,37,3,0.01013143483023,0.0001801044605871,trichloride,environmental,0.557,model
biomonitor,56.25310332238043,37,3,0.01013143483023,0.0001801044605871,"biomonitor, biomonitoring, biomonitors",environmental,0.706,model
ourc,55.8730147864184,49,4,0.0134173055859802,0.0002401392807828,"ource, ources, ourcing",environmental,0.58,model
sea-level,55.8730147864184,49,4,0.0134173055859802,0.0002401392807828,"sea-level, sea-levels",environmental,0.766,model
hfc,55.644961664841176,122,10,0.0334063526834611,0.0006003482019571,"hfc, hfcs",environmental,1.0,known_acronym
ceer,55.644961664841176,61,5,0.0167031763417305,0.0003001741009785,ceer,environmental,0.554,model
anti-microbi,55.644961664841176,61,5,0.0167031763417305,0.0003001741009785,"anti-microbial, anti-microbials",environmental,0.807,model
roduct,55.239533893148355,109,9,0.0298466593647316,0.0005403133817614,"roduct, roduction, roductions, roducts",environmental,0.501,model
carboi,55.239533893148355,109,9,0.0298466593647316,0.0005403133817614,"carboy, carboys",environmental,0.628,model
cefta,55.11283771449433,145,12,0.0397042716319824,0.0007204178423485,cefta,environmental,0.702,model
fluxe,54.73274917853231,120,10,0.0328587075575027,0.0006003482019571,fluxes,environmental,0.592,model
lead-acid,54.73274917853231,48,4,0.013143483023001,0.0002401392807828,lead-acid,environmental,0.514,model
vermiculit,54.73274917853231,48,4,0.013143483023001,0.0002401392807828,vermiculite,environmental,0.749,model
sulphit,54.73274917853231,48,4,0.013143483023001,0.0002401392807828,"sulphite, sulphited, sulphites, sulphitic",environmental,0.75,model
oecd-ilibrary,54.73274917853231,48,4,0.013143483023001,0.0002401392807828,oecd-ilibrary,environmental,0.833,model
cullet,54.73274917853231,36,3,0.0098576122672508,0.0001801044605871,"cullet, cullets",environmental,0.565,model
aquatiqu,54.73274917853231,24,2,0.0065717415115005,0.0001200696403914,"aquatique, aquatiques",environmental,0.817,model
racem,54.73274917853231,24,2,0.0065717415115005,0.0001200696403914,"racemate, racemic",environmental,0.608,model
spectrophotomet,54.73274917853231,24,2,0.0065717415115005,0.0001200696403914,"spectrophotometer, spectrophotometers",environmental,0.784,model
externality,54.73274917853231,24,2,0.0065717415115005,0.0001200696403914,externality,environmental,0.556,model
sander,54.73274917853231,24,2,0.0065717415115005,0.0001200696403914,"sander, sanders",environmental,0.603,model
trimmer,54.73274917853231,24,2,0.0065717415115005,0.0001200696403914,"trimmer, trimmers",environmental,0.61,model
cadastr,54.44768277656079,191,16,0.0523001095290251,0.0009605571231314,"cadastral, cadastre, cadastres",environmental,0.726,model
drought,54.29836228028999,500,42,0.1369112814895947,0.0025214624482199,"drought, droughts",environmental,0.828,model
energy-efficiency,54.16261637458927,95,8,0.026013143483023,0.0004802785615657,energy-efficiency,environmental,0.601,model
footprint,53.93456325301205,473,40,0.1295180722891566,0.0024013928078285,"footprint, footprinting, footprints",environmental,0.712,model
polyimid,53.9034651000697,130,11,0.0355969331872946,0.0006603830221528,"polyimide, polyimides",environmental,0.657,model
cleavag,53.9034651000697,130,11,0.0355969331872946,0.0006603830221528,"cleavage, cleavages",environmental,0.523,model
pre-industri,53.820536692223435,118,10,0.0323110624315443,0.0006003482019571,pre-industrial,environmental,0.589,model
catchment,53.71917974930024,212,18,0.0580503833515881,0.0010806267635228,"catchment, catchments",environmental,0.916,model
fallow,53.71917974930024,106,9,0.029025191675794,0.0005403133817614,"fallow, fallowed, fallowing, fallows",environmental,0.789,model
malnutrit,53.59248357064622,94,8,0.0257393209200438,0.0004802785615657,malnutrition,environmental,0.56,model
aluminosil,53.59248357064622,47,4,0.0128696604600219,0.0002401392807828,"aluminosilicate, aluminosilicates",environmental,0.624,model
naturschutz,53.59248357064622,47,4,0.0128696604600219,0.0002401392807828,naturschutz,environmental,0.788,model
aftercar,53.59248357064622,47,4,0.0128696604600219,0.0002401392807828,aftercare,environmental,0.504,model
sweeper,53.429588483805354,82,7,0.0224534501642935,0.0004202437413699,"sweeper, sweepers",environmental,0.689,model
dithiocarbam,53.212395034684185,35,3,0.0095837897042716,0.0001801044605871,"dithiocarbamate, dithiocarbamates",environmental,0.712,model
food-process,53.212395034684185,35,3,0.0095837897042716,0.0001801044605871,food-processing,environmental,0.575,model
cargo-handl,53.212395034684185,35,3,0.0095837897042716,0.0001801044605871,"cargo-handl, cargo-handling",environmental,0.52,model
multi-apart,53.212395034684185,35,3,0.0095837897042716,0.0001801044605871,"multi-apartment, multi-apartments",environmental,0.542,model
acrylamid,53.212395034684185,35,3,0.0095837897042716,0.0001801044605871,acrylamide,environmental,0.582,model
silk-worm,53.212395034684185,35,3,0.0095837897042716,0.0001801044605871,"silk-worm, silk-worms",environmental,0.777,model
giga,53.212395034684185,35,3,0.0095837897042716,0.0001801044605871,"giga, gigas",environmental,0.507,model
decolouris,52.77800813644187,81,7,0.0221796276013143,0.0004202437413699,decolourisation,environmental,0.507,model
eco-label,52.62764344089645,150,13,0.0410733844468784,0.0007804526625442,"eco-label, eco-labeled, eco-labeling, eco-labelled, eco-labelling, eco-labels",environmental,0.916,model
hypophosphit,52.45221796276013,46,4,0.0125958378970427,0.0002401392807828,"hypophosphite, hypophosphites",environmental,0.707,model
egmont,52.45221796276013,46,4,0.0125958378970427,0.0002401392807828,egmont,environmental,0.663,model
welmec,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,welmec,environmental,0.869,model
tripolyphosph,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,"tripolyphosphate, tripolyphosphates",environmental,0.697,model
carcharhinu,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,carcharhinus,environmental,0.575,model
refrigerator-freez,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,"refrigerator-freezer, refrigerator-freezers",environmental,0.608,model
proteas,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,"protease, proteases",environmental,0.66,model
copper-zinc,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,copper-zinc,environmental,0.54,model
cultelor,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,cultelor,environmental,0.927,model
hydrogen-pow,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,"hydrogen-power, hydrogen-powered",environmental,0.616,model
cercetar,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,cercetare,environmental,0.833,model
iodat,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,"iodate, iodates",environmental,0.651,model
boa,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,"boa, boas",environmental,0.552,model
diarrhoea,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,diarrhoea,environmental,0.561,model
bio-safety,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,bio-safety,environmental,0.842,model
tropospher,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,"troposphere, tropospheric",environmental,0.885,model
oreign,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,"oreign, oreigners",environmental,0.758,model
off-farm,52.45221796276013,23,2,0.0062979189485213,0.0001200696403914,"off-farm, off-farms",environmental,0.721,model
environmentally-friendly,51.99611171960569,171,15,0.0468236582694414,0.0009005223029357,environmentally-friendly,environmental,0.913,model
haemoglobin,51.99611171960569,57,5,0.0156078860898138,0.0003001741009785,haemoglobin,environmental,0.574,model
uriserv,51.69204089083607,68,6,0.0186199342825848,0.0003602089211742,uriserv,environmental,0.505,model
beauty,51.69204089083607,68,6,0.0186199342825848,0.0003602089211742,beauty,environmental,0.564,model
areca,51.69204089083607,34,3,0.0093099671412924,0.0001801044605871,areca,environmental,0.64,model
psittaciform,51.69204089083607,34,3,0.0093099671412924,0.0001801044605871,psittaciformes,environmental,0.736,model
artillery,51.69204089083607,34,3,0.0093099671412924,0.0001801044605871,artillery,environmental,0.548,model
leftov,51.69204089083607,34,3,0.0093099671412924,0.0001801044605871,"leftover, leftovers",environmental,0.515,model
diffract,51.69204089083607,34,3,0.0093099671412924,0.0001801044605871,"diffraction, diffractive",environmental,0.608,model
enew,51.69204089083607,34,3,0.0093099671412924,0.0001801044605871,"enew, enewable, enewables, enewal, enewals, enewed, enews",environmental,0.578,model
panuliru,51.69204089083607,34,3,0.0093099671412924,0.0001801044605871,panulirus,environmental,0.607,model
watercours,51.57509057207852,147,13,0.0402519167579408,0.0007804526625442,"watercourse, watercourses",environmental,0.843,model
exfoliat,51.311952354874045,45,4,0.0123220153340635,0.0002401392807828,"exfoliated, exfoliating",environmental,0.545,model
camel,51.311952354874045,45,4,0.0123220153340635,0.0002401392807828,"camel, camels",environmental,0.652,model
cross-region,51.311952354874045,45,4,0.0123220153340635,0.0002401392807828,cross-regional,environmental,0.548,model
estuary,51.311952354874045,45,4,0.0123220153340635,0.0002401392807828,estuary,environmental,0.977,model
megawatt,51.311952354874045,45,4,0.0123220153340635,0.0002401392807828,"megawatt, megawatts",environmental,0.56,model
in-situ,51.18525617622004,101,9,0.0276560788608981,0.0005403133817614,in-situ,environmental,0.508,model
climate-neutrality,50.931863818912014,67,6,0.0183461117196056,0.0003602089211742,climate-neutrality,environmental,0.858,model
cowi,50.82326709435144,78,7,0.0213581599123767,0.0004202437413699,cowi,environmental,0.62,model
imagery,50.82326709435144,78,7,0.0213581599123767,0.0004202437413699,imagery,environmental,0.517,model
desulphuris,50.62779299014239,111,10,0.03039430449069,0.0006003482019571,"desulphurisation, desulphurise, desulphurising",environmental,0.669,model
copernicu,50.45675314895947,177,16,0.0484665936473165,0.0009605571231314,copernicus,environmental,0.605,model
anti-terror,50.17168674698796,99,9,0.0271084337349397,0.0005403133817614,"anti-terror, anti-terrorism",environmental,0.517,model
beet-pulp,50.17168674698795,44,4,0.0120481927710843,0.0002401392807828,beet-pulp,environmental,0.677,model
eutm,50.17168674698795,44,4,0.0120481927710843,0.0002401392807828,"eutm, eutms",environmental,0.546,model
esterif,50.17168674698795,44,4,0.0120481927710843,0.0002401392807828,esterification,environmental,0.636,model
oxydiethanol,50.17168674698795,22,2,0.0060240963855421,0.0001200696403914,oxydiethanol,environmental,0.521,model
cupboard,50.17168674698795,22,2,0.0060240963855421,0.0001200696403914,"cupboard, cupboards",environmental,0.516,model
